"ID","Work Item Type","Title 1","Title 2","Description","Acceptance Criteria","Tags"
"","Product Backlog Item","","HU-EST-02 · Relacionar ejes/componentes con contenidos","<p>Como Gestor interno quiero vincular noticias, eventos, publicaciones, galerías y registros del mapa a un eje/componente para mostrar la acción del PNMC de forma integrada.</p>","<p>Dado un contenido, cuando lo asocio a uno o varios ejes/componentes, entonces la relación se construye por Id y la página pública del eje muestra los contenidos publicados relacionados.</p>","PNMC; E3; HU-EST-02; capa: interno; estado: Propuesto; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-EST-03 · Documentos institucionales relacionados","<p>Como Webmaster quiero asociar documentos institucionales a páginas, ejes o componentes para que la ciudadanía consulte lineamientos y memorias.</p>","<p>Dado un documento, cuando lo cargo, entonces se gestiona como archivo (Archivos ya existe) con metadatos y estado.</p>","PNMC; E3; HU-EST-03; capa: interno; estado: Parcial; prioridad: Should; entrega: MVP"
"","Epic","E4 · Portal público y CMS de textos","","","","PNMC; E4"
"","Product Backlog Item","","HU-CMS-01 · Editar textos del portal sin código","<p>Como Webmaster quiero editar los textos del portal desde un panel para actualizar mensajes públicos sin un desarrollador.</p>","<p>Dado una llave de texto, cuando edito su valor y guardo, entonces se refleja en el portal.</p>","PNMC; E4; HU-CMS-01; capa: interno; estado: Propuesto; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-CMS-02 · Previsualización de alta fidelidad","<p>Como Webmaster quiero previsualizar el cambio antes de publicar para evitar errores en el sitio.</p>","<p>Dado que edito un texto, cuando escribo, entonces una maqueta muestra el resultado.</p>","PNMC; E4; HU-CMS-02; capa: interno; estado: Propuesto; prioridad: Should; entrega: MVP"
"","Product Backlog Item","","HU-POR-01 · Home con mensaje estratégico y acceso a participar","<p>Como Visitante quiero una página de inicio con el mensaje del Plan y un acceso a participar para entender el PNMC y vincularme.</p>","<p>Dado el portal, cuando carga el Home, entonces veo el hero y un enlace a Participación.</p>","PNMC; E4; HU-POR-01; capa: público; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-POR-02 · Explorar las rutas/estrategias del Plan","<p>Como Visitante quiero explorar las Rutas de Acción Territorial del PNMC para conocer sus líneas de acción.</p>","<p>Dado el Home, cuando navego las estrategias, entonces veo las rutas del Plan.</p>","PNMC; E4; HU-POR-02; capa: público; estado: Parcial; prioridad: Should; entrega: MVP"
"","Epic","E5 · Agenda cultural","","","","PNMC; E5"
"","Product Backlog Item","","HU-AGE-01 · Crear y administrar eventos","<p>Como Gestor interno / Webmaster quiero crear y editar eventos para publicar actividades del PNMC.</p>","<p>Dado el formulario, cuando creo un evento (nombre, descripción, fecha/hora, lugar, municipio/departamento, categoría, responsable), entonces queda en estado borrador sujeto al flujo.</p><p>Dado un evento, cuando lo relaciono con festival/categoría, entonces el vínculo se persiste (Agenda.FestivalId, CategoryId).</p>","PNMC; E5; HU-AGE-01; capa: interno; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-AGE-02 · Consultar agenda pública con filtros","<p>Como Ciudadano quiero consultar la agenda con filtros para encontrar actividades relevantes.</p>","<p>Dado la agenda, cuando filtro por fecha/territorio/categoría, entonces veo solo los eventos publicados que cumplen, ordenados por fecha de inicio.</p><p>Dado que ningún evento cumple, cuando aplico filtros, entonces se muestra un mensaje de vacío.</p>","PNMC; E5; HU-AGE-02; capa: público; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-AGE-03 · Relacionar eventos con mapa, noticias y galería","<p>Como Gestor interno quiero relacionar un evento con noticias, álbumes y registros del mapa para documentar integralmente las acciones.</p>","<p>Dado un evento, cuando lo asocio a otro contenido, entonces la relación se construye por Id y la ficha pública muestra lo relacionado publicado.</p>","PNMC; E5; HU-AGE-03; capa: interno; estado: Parcial; prioridad: Should; entrega: MVP"
"","Epic","E6 · Noticias y comunicaciones","","","","PNMC; E6"
"","Product Backlog Item","","HU-NOT-01 · Crear y administrar noticias","<p>Como Gestor interno / Webmaster quiero crear y editar noticias para comunicar avances y procesos.</p>","<p>Dado el editor, cuando creo una noticia (título, bajada, cuerpo, imagen, autoría, etiquetas), entonces puedo guardarla como borrador y el contenido se sanitiza al publicarse (Noticias, NoticiasArchivos, NoticiasEtiquetas).</p>","PNMC; E6; HU-NOT-01; capa: interno; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-NOT-02 · Consultar noticias públicas y relacionadas","<p>Como Visitante quiero leer noticias y ver contenidos relacionados para comprender el contexto.</p>","<p>Dado noticias publicadas, cuando las consulto, entonces se listan cronológicamente y puedo filtrar por etiqueta; el HTML enriquecido se interpreta de forma segura.</p>","PNMC; E6; HU-NOT-02; capa: público; estado: Implementado; prioridad: Must; entrega: MVP"
"","Epic","E7 · Proyecto editorial y gestión documental","","","","PNMC; E7"
"","Product Backlog Item","","HU-EDI-01 · Administrar catálogo editorial y documental","<p>Como Gestor interno / Webmaster quiero registrar publicaciones, documentos e investigaciones para consolidar el proyecto editorial.</p>","<p>Dado un recurso, cuando lo registro, entonces guarda metadatos ricos (título, autoría, año, tipo, ISBN/ISMN, práctica, palabras clave, sección): CatalogoEditorial ya soporta estos campos e importación.</p>","PNMC; E7; HU-EDI-01; capa: interno; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-EDI-02 · Consultar el catálogo como biblioteca digital","<p>Como Músico / docente / investigador / ciudadano quiero buscar y filtrar publicaciones para encontrar materiales.</p>","<p>Dado el catálogo, cuando busco/filtro por eje, año, sección o práctica, entonces veo fichas con archivos disponibles para abrir/descargar.</p><p>Dado que no hay resultados, cuando filtro, entonces se informa claramente.</p>","PNMC; E7; HU-EDI-02; capa: público; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-EDI-03 · Trazabilidad documental","<p>Como Webmaster quiero historial básico de los recursos para controlar cambios y disponibilidad.</p>","<p>Dado un recurso, cuando se actualiza/reemplaza, entonces queda fecha, responsable y estado.</p>","PNMC; E7; HU-EDI-03; capa: interno; estado: Parcial; prioridad: Should; entrega: MVP"
"","Epic","E8 · Galería y memoria visual","","","","PNMC; E8"
"","Product Backlog Item","","HU-GAL-01 · Crear álbumes de procesos","<p>Como Gestor interno / Webmaster quiero crear álbumes y cargar imágenes para documentar visualmente los procesos.</p>","<p>Dado la consola, cuando creo un álbum y subo imágenes ordenadas, entonces quedan disponibles para publicación (AlbumesGaleria, AlbumesGaleriaArchivos, AlbumesGaleriaEtiquetas).</p>","PNMC; E8; HU-GAL-01; capa: interno; estado: Implementado; prioridad: Should; entrega: MVP"
"","Product Backlog Item","","HU-GAL-02 · Consultar memoria visual relacionada","<p>Como Visitante quiero explorar álbumes y fotografías para conocer las acciones en territorio.</p>","<p>Dado la galería, cuando abro un álbum publicado, entonces recorro sus imágenes con texto alternativo/descripción.</p>","PNMC; E8; HU-GAL-02; capa: público; estado: Implementado; prioridad: Should; entrega: MVP"
"","Epic","E9 · Mapa ecosistémico (territorial y relacional)","","","","PNMC; E9"
"","Product Backlog Item","","HU-MAP-01 · Visualizar módulos del ecosistema","<p>Como Ciudadano quiero ver registros del ecosistema con marcadores diferenciados para ubicar actores y procesos.</p>","<p>Dado el mapa, cuando carga, entonces veo pines por tipo (festivales, escuelas, mercados, organizaciones, espacios/infraestructura) con agrupación por densidad y leyenda.</p><p>Dado un registro, cuando lo abro, entonces veo su ficha pública sin datos personales restringidos.</p>","PNMC; E9; HU-MAP-01; capa: público; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-MAP-02 · Capas de densidad (calor y coropletas)","<p>Como Visitante (tomador de decisiones) quiero capas de calor y coropletas para evaluar la concentración territorial.</p>","<p>Dado el mapa, cuando activo la capa, entonces veo densidad (calor) o coropletas por departamento según registros aprobados (sp_ActualizarMetricasMapa alimenta métricas).</p>","PNMC; E9; HU-MAP-02; capa: público; estado: Parcial; prioridad: Should; entrega: MVP"
"","Product Backlog Item","","HU-MAP-03 · Filtros DIVIPOLA con transición","<p>Como Visitante quiero filtrar por Departamento/Municipio para enfocar un territorio.</p>","<p>Dado los desplegables DIVIPOLA, cuando elijo un departamento, entonces el mapa hace flyTo y carga sus municipios.</p>","PNMC; E9; HU-MAP-03; capa: público; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-MAP-04 · Enmascaramiento de datos personales","<p>Como Ministerio quiero enmascarar datos de contacto personales en la capa pública para cumplir Habeas Data (Ley 1581/2012).</p>","<p>Dado un registro con contacto, cuando lo consulta un usuario con privilegio, entonces ve el dato; y cuando lo consulta el público, entonces los datos personales se enmascaran.</p>","PNMC; E9; HU-MAP-04; capa: público; estado: Propuesto; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-MAP-05 · Territorios sonoros y prácticas musicales","<p>Como Investigador / gestor cultural quiero visualizar territorios sonoros y prácticas musicales para leer el ecosistema desde lo cultural.</p>","<p>Dado datos disponibles, cuando filtro por práctica o activo la capa de territorios sonoros, entonces veo los registros asociados (RegistrosEcosistemaPracticasMusicales, RegistrosEcosistemaTerritoriosSonoros).</p>","PNMC; E9; HU-MAP-05; capa: público; estado: Parcial; prioridad: Should; entrega: Evolutivo"
"","Product Backlog Item","","HU-MAP-06 · Relacionar organizaciones con múltiples procesos","<p>Como Gestor interno / Aliado autorizado quiero vincular una organización con varios procesos para representar su rol en el ecosistema.</p>","<p>Dado una organización, cuando la relaciono con festivales/mercados/escuelas/espacios/redes, entonces el vínculo se persiste (endpoint /process-relations, EntidadesRelaciones) y la ficha interna muestra todas sus relaciones.</p>","PNMC; E9; HU-MAP-06; capa: interno; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-MAP-07 · Vistas relacionales del mapa","<p>Como usuario del mapa quiero alternar vistas (territorial, por práctica, por entidad) para leer el ecosistema desde distintas dimensiones.</p>","<p>Dado las vistas, cuando alterno, entonces respetan los filtros y explican qué representan; los datos de origen no cambian.</p>","PNMC; E9; HU-MAP-07; capa: público; estado: Propuesto; prioridad: Should; entrega: Evolutivo"
"","Epic","E10 · Caracterización del ecosistema (registros)","","","","PNMC; E10"
"","Product Backlog Item","","HU-REG-01 · Alta de registros del ecosistema","<p>Como Aliado editor / Gestor interno quiero crear registros (festival, escuela, mercado, organización, espacio/infraestructura) para ampliar el inventario.</p>","<p>Dado el formulario del tipo, cuando guardo, entonces se crea en estado borrador (endpoints /map/festivals, /map/schools, /map/markets, /organizations, /spaces-infrastructure).</p>","PNMC; E10; HU-REG-01; capa: registrado/interno; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-REG-02 · Catalogación geográfica","<p>Como editor de registros (Aliado editor / Gestor interno) quiero asociar municipio DIVIPOLA y coordenadas para que el registro aparezca correctamente en el mapa.</p>","<p>Dado un registro, cuando asigno municipio (5 dígitos) y coordenadas, entonces queda geolocalizable.</p>","PNMC; E10; HU-REG-02; capa: registrado/interno; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-REG-03 · Confinamiento por entidad/propiedad","<p>Como Ministerio quiero que cada aliado/actor gestione solo sus registros para mantener la gobernanza.</p>","<p>Dado un aliado/actor, cuando lista o edita, entonces solo accede a lo de su entidad/propiedad; el backend rechaza lo fuera de alcance.</p>","PNMC; E10; HU-REG-03; capa: registrado; estado: Implementado; prioridad: Must; entrega: MVP"
"","Epic","E11 · Participación ciudadana y datos vivos","","","","PNMC; E11"
"","Product Backlog Item","","HU-PAR-01 · Envío de participación desde el mapa","<p>Como Ciudadano quiero aportar información desde el mapa para sumar un proceso al ecosistema.</p>","<p>Dado el formulario, cuando lo envío, entonces queda registrado para revisión (Participaciones); el exceso (>30/min) se rechaza.</p>","PNMC; E11; HU-PAR-01; capa: público; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-PAR-02 · Autorregistro de actor del sector","<p>Como Ciudadano (persona sin cuenta) quiero registrarme para obtener acceso como actor del sector y caracterizar mi proceso.</p>","<p>Dado el registro externo, cuando lo completo, entonces se crea mi cuenta; el exceso (>10/min) se bloquea.</p>","PNMC; E11; HU-PAR-02; capa: público→registrado; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-PAR-03 · Wizard de caracterización con coordenadas por arrastre","<p>Como Actor del sector quiero caracterizar mi proceso por pasos y marcar mi sede en el mapa para entregar información completa sin transcribir coordenadas.</p>","<p>Dado el wizard, cuando arrastro el marcador, entonces se autocompletan latitud/longitud (evento dragend); al enviar, el registro queda en revisión.</p>","PNMC; E11; HU-PAR-03; capa: registrado; estado: Implementado; prioridad: Must; entrega: MVP"
"","Epic","E12 · Entidades aliadas y actores del sector","","","","PNMC; E12"
"","Product Backlog Item","","HU-ALI-01 · Solicitud y aprobación de entidad aliada","<p>Como Visitante (representante de una organización) quiero solicitar ser entidad aliada para participar formalmente; y como Gestor interno quiero revisarla.</p>","<p>Dado una solicitud, cuando se envía, entonces queda pendiente (SolicitudesAliado); cuando el gestor aprueba, entonces se crea la entidad y su administrador; cuando pide ajustes, entonces vuelve con comentarios.</p>","PNMC; E12; HU-ALI-01; capa: público→interno; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-ALI-02 · Gestión de usuarios de la entidad","<p>Como Aliado admin quiero vincular y administrar usuarios de mi entidad para organizar a mi equipo.</p>","<p>Dado mi entidad aprobada, cuando vinculo un usuario con rol, entonces queda asociado a mi EntidadAliadaId (UsuariosEntidadesAliadas).</p>","PNMC; E12; HU-ALI-02; capa: registrado; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-ALI-03 · Consultar y exportar como aliado","<p>Como Aliado lector/editor/admin quiero consultar y exportar información autorizada para apoyar la gestión de mi entidad.</p>","<p>Dado mi alcance, cuando exporto, entonces se respeta entidad/rol y se identifica usuario/fecha/criterios.</p>","PNMC; E12; HU-ALI-03; capa: registrado; estado: Parcial; prioridad: Should; entrega: MVP"
"","Product Backlog Item","","HU-SEC-01 · Registrar procesos como actor del sector","<p>Como Actor del sector quiero registrar mis procesos musicales para hacer parte del ecosistema.</p>","<p>Dado mi cuenta, cuando registro una organización/proceso, entonces queda en revisión y mis datos privados no se exponen sin autorización.</p>","PNMC; E12; HU-SEC-01; capa: registrado; estado: Parcial; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-SEC-02 · Adoptar o reclamar registros históricos","<p>Como Actor del sector / Aliado quiero reclamar un registro que corresponde a mi proceso para actualizarlo y evitar duplicidades.</p>","<p>Dado un registro, cuando solicito su reclamación, entonces pasa a revisión de un gestor antes de otorgar edición (SolicitudesVinculacionRegistros/RecordLinkRequests).</p>","PNMC; E12; HU-SEC-02; capa: registrado; estado: Parcial; prioridad: Should; entrega: Evolutivo"
"","Epic","E13 · Flujo editorial, revisión por apartado, moderación y auditoría","","","","PNMC; E13"
"","Product Backlog Item","","HU-MOD-01 · Ciclo de vida controlado del registro","<p>Como Ministerio quiero que cada registro siga un flujo de estados controlado para garantizar calidad antes de publicar.</p>","<p>Dado un registro en borrador, cuando se envía a revisión, entonces pasa a en_revision.</p><p>Dado un registro en borrador, cuando se intenta publicarlo sin pasar por revisión/aprobación, entonces el backend rechaza la transición y el estado permanece.</p>","PNMC; E13; HU-MOD-01; capa: interno; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-MOD-02 · Revisión con decisión y comentario","<p>Como Gestor interno / Webmaster quiero aprobar, rechazar o solicitar ajustes con comentario para dar trazabilidad a la decisión.</p>","<p>Dado un registro en_revision, cuando decido, entonces cambia de estado y se guarda el comentario; ajustes_solicitados es un estado propio.</p>","PNMC; E13; HU-MOD-02; capa: interno; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-MOD-03 · Solo lo publicado es visible al público","<p>Como Ministerio quiero que el público vea solo registros publicado para no exponer material no validado.</p>","<p>Dado un registro no publicado, cuando un visitante consulta, entonces no aparece.</p>","PNMC; E13; HU-MOD-03; capa: interno/público; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-MOD-04 · Auditoría inmutable de cambios","<p>Como Ministerio quiero historial inalterable de cada cambio para rendición de cuentas.</p>","<p>Dado una transición o edición, cuando ocurre, entonces se registra (BitacoraAuditoria, EntidadesHistorialRevision) con autor, fecha y valores previo/nuevo.</p>","PNMC; E13; HU-MOD-04; capa: interno; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-MOD-05 · Revisión y feedback por campo/sección","<p>Como Gestor interno quiero revisar por apartados y dejar observaciones por campo/sección para que el usuario sepa exactamente qué corregir.</p>","<p>Dado la ficha por apartados, cuando dejo una observación, entonces queda asociada a un campo/sección, no puedo devolver sin al menos una, y el usuario la ve donde debe corregir.</p><p>Dado un reenvío, cuando reviso, entonces veo qué cambió desde la última revisión y puedo marcar observaciones como resueltas.</p>","PNMC; E13; HU-MOD-05; capa: interno; estado: Propuesto; prioridad: Must; entrega: MVP"
"","Epic","E14 · Gobernanza y calidad de datos","","","","PNMC; E14"
"","Product Backlog Item","","HU-GOB-01 · Detección y resolución de duplicados","<p>Como Gestor interno quiero que el sistema señale duplicados y poder resolverlos para evitar redundancia.</p>","<p>Dado registros similares, cuando el sistema los detecta (puntaje y nivel de coincidencia), entonces los presenta como candidatos con evidencia (RegistrosDuplicadosCandidatos) y puedo confirmar/descartar.</p>","PNMC; E14; HU-GOB-01; capa: interno; estado: Implementado; prioridad: Should; entrega: MVP"
"","Product Backlog Item","","HU-GOB-02 · Banderas de calidad de datos","<p>Como Gestor interno quiero marcar y seguir banderas de calidad por registro para priorizar correcciones.</p>","<p>Dado un registro con problemas, cuando abro una bandera, entonces queda con severidad y estado (RegistrosCalidadDatos).</p>","PNMC; E14; HU-GOB-02; capa: interno; estado: Implementado; prioridad: Should; entrega: MVP"
"","Product Backlog Item","","HU-GOB-03 · Solicitudes de vinculación de registros","<p>Como Aliado editor / Gestor interno quiero solicitar vincular un registro a mi entidad para gestionarlo legítimamente.</p>","<p>Dado una solicitud, cuando el revisor la aprueba, entonces se asigna el alcance y queda auditada (SolicitudesVinculacionRegistros).</p>","PNMC; E14; HU-GOB-03; capa: interno; estado: Implementado; prioridad: Should; entrega: MVP"
"","Product Backlog Item","","HU-GOB-04 · Gestión de registros huérfanos","<p>Como Gestor interno quiero identificar registros sin responsable para permitir su actualización, reclamación o archivo.</p>","<p>Dado registros sin usuario/entidad, cuando los consulto, entonces puedo asociarlos, marcarlos como candidatos a reclamación o archivarlos, con auditoría.</p>","PNMC; E14; HU-GOB-04; capa: interno; estado: Parcial; prioridad: Should; entrega: Evolutivo"
"","Epic","E15 · Importación masiva, validación y comparación","","","","PNMC; E15"
"","Product Backlog Item","","HU-IMP-01 · Importar registros masivamente por módulo","<p>Como Gestor interno / Aliado editor / Webmaster quiero importar registros de forma masiva para cargar información eficientemente.</p>","<p>Dado un módulo, cuando importo, entonces el sistema procesa la carga (endpoint /records/{moduleId}/bulk).</p>","PNMC; E15; HU-IMP-01; capa: interno/registrado; estado: Parcial; prioridad: Should; entrega: MVP"
"","Product Backlog Item","","HU-IMP-02 · Validar y comparar datos importados","<p>Como Gestor interno quiero comparar lo importado con lo existente para evitar duplicidades.</p>","<p>Dado una importación, cuando hay coincidencias (nombre, municipio, correo, web, coordenadas), entonces se presentan como alertas (no fusiones automáticas) y decido crear/actualizar/dejar pendiente.</p>","PNMC; E15; HU-IMP-02; capa: interno; estado: Parcial; prioridad: Should; entrega: MVP/Evolutivo"
"","Product Backlog Item","","HU-IMP-03 · Sugerencias automáticas de clasificación/relación","<p>Como Gestor interno quiero que el sistema sugiera etiquetas, relaciones o posibles duplicados para agilizar la organización sin perder control humano.</p>","<p>Dado un registro, cuando el sistema sugiere, entonces nada se aplica sin confirmación, y cada sugerencia aceptada/rechazada queda registrada.</p>","PNMC; E15; HU-IMP-03; capa: interno; estado: Propuesto; prioridad: Could; entrega: Evolutivo"
"","Epic","E16 · Notificaciones","","","","PNMC; E16"
"","Product Backlog Item","","HU-NOC-01 · Bandeja de notificaciones","<p>Como usuario de la plataforma quiero recibir notificaciones de eventos que me competen para estar al tanto.</p>","<p>Dado un evento relevante (p. ej. mi registro pasa a ajustes_solicitados), cuando ocurre, entonces se genera una notificación (Notificaciones).</p>","PNMC; E16; HU-NOC-01; capa: registrado/interno; estado: Implementado; prioridad: Should; entrega: MVP"
"","Product Backlog Item","","HU-NOC-02 · Administración de notificaciones","<p>Como Gestor interno / Webmaster quiero consultar y gestionar notificaciones para dar seguimiento.</p>","<p>Dado el panel, cuando lo abro, entonces veo el estado de cada una (pendiente/enviada/leída/error).</p>","PNMC; E16; HU-NOC-02; capa: interno; estado: Implementado; prioridad: Could; entrega: MVP"
"","Epic","E17 · Administración de la plataforma y roles","","","","PNMC; E17"
"","Product Backlog Item","","HU-ADM-01 · Gestión de usuarios y roles","<p>Como Webmaster quiero crear y administrar usuarios y asignar rol para controlar el acceso.</p>","<p>Dado la consola, cuando creo/edito un usuario y le asigno rol, entonces sus permisos se aplican según el RBAC.</p>","PNMC; E17; HU-ADM-01; capa: interno; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-ADM-02 · Consola administrativa por módulos","<p>Como Webmaster / Gestor interno quiero una consola con los paneles a los que tengo permiso para operar desde un solo lugar.</p>","<p>Dado mi rol, cuando entro a /admin, entonces veo monitores por módulo, colas y acciones permitidas.</p>","PNMC; E17; HU-ADM-02; capa: interno; estado: Implementado; prioridad: Must; entrega: MVP"
"","Product Backlog Item","","HU-ADM-03 · Operación por rol (webmaster, gestor, aliado, sector)","<p>Como usuario quiero operar según mi rol para ejercer solo mis permisos.</p>","<p>Dado mi rol, cuando opero, entonces el webmaster administra todo; el gestor revisa/publica; el aliado gestiona su entidad; el actor del sector solo sus registros; el backend valida siempre.</p>","PNMC; E17; HU-ADM-03; capa: interno/registrado; estado: Implementado; prioridad: Must; entrega: MVP"
